time,header_stamp_secs,header_stamp_nsecs,header_frame_id,status_status,status_service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
2026/02/13 16:07:19.823822914,110,100000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:19.926879975,110,200000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.30476645,110,300000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.134817856,110,400000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.236346646,110,500000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.347181931,110,600000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.448606894,110,700000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.553583169,110,800000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.654966598,110,900000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.759681796,111,0,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.866125458,111,100000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:20.972705826,111,200000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.76206933,111,300000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.179182934,111,400000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.314103274,111,500000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.422632242,111,600000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.529087022,111,700000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.638039901,111,800000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
2026/02/13 16:07:21.749222207,111,900000000,gnss_link,1,1,55.86728538236451,37.69145258506212,150.2069659093395,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.36,2
